hcode,name1,name2
4554,ﾊ-ﾈｽ<25> C-1026A-025,加工費
4560,MS3101B28-20P, 
4561,MS3101B24-11P, 
4563,PS-16SD-D4T1-1, 
4567,IL-W-16S-CR, 
4568,IL-F-C2-1-10000, 
4571,D20418-JF, 
4572,IL-G-7P-S3L2-SA, 
4583,PS-26PE-D4LT2-SM1, 
4596,MS3101B18-10S, 
4601,PS-30P-DD30CM-G4-045, 
4602,PS-50P-DD30CM-G4-045, 
4603,PS-20P-DD18CM-G4-045, 
4619,IL-S-C2-S-10000, 
4620,SRCN1A13-3S, 
4621,DE-C1-J6-S6R, 
4622,DA-C8-J10-B1-1, 
4626,ILﾖｳ ｺｳｸﾞ,修理費
4628,PS-14PA-D4T1-PKL1, 
4629,PS-14SD-D4T1-1, 
4632,MS3102A28-6P, 
4633,MS3101B28-6S, 
4637,IL-Y-11P-S15T2-EF, 
4638,IL-Y-11S-S15C3, 
4639,IL-Y-12S-S15C3, 
4644,MS3101B14S-7P, 
4652,C1400FQ-W.W., 
4653,PS-40PA-D4R2-A1, 
4655,PS-26PE-D4T1-SM1, 
4656,D20418-J3F, 
4660,IL-W-30S-CR, 
4662,DICF14CS-E, 
4663,DICF16CS-E, 
4679,ME03-64P-D4LT1-A1, 
4680,41J41G, 
4689,IL-FPC-8S-S1L1, 
4693,DD-C8-J13-F1-1, 
4695,PS-5PE-S4LT1-PN1, 
4711,CQM1-CIF01, 
4713,TX3-68P-D2ST-SH1, 
4716,IL-G-8P-S3T2-SA-1, 
4717,IL-G-8P-S3L2-SA-1, 
4721,IL-S-4S-200-ﾄｸ,ﾊｰﾈｽ
4723,C500-AP003, 
4724,CQM1-PR001, 
4725,IL-Y-10P-S15T2-EF,最終受注2015年8月末日
4731,PS-60PE-D4T1-B1A, 
4732,PS-60PA-D4T1-PKL1, 
4751,CN10-RRP-M-0, 
4760,LY10-DC20, 
4761,IL-G-5P-S3T2-SA-1, 
4762,MS3101B18-11S, 
4763,IL-G-4P-S3T2-SA-1, 
4764,IBRV6011R-2, 
4766,XLR-13RC, 
4767,XLR-14PC, 
4776,IBRC601DR, 
4782,DB-C4-J11, 
4784,IL-W-30P-AD, 
4788,XLR7-11C, 
4798,PS-2PA-S4T1-PKL1, 
4801,IL-S-4P-S2L2-EF, 
4802,PS-10SD-S4TS1-1, 
4803,IL-S-15P-S2T2-EF, 
4804,51D-0401, 
4810,DBLC-J25SAF-13L6, 
4811,PS-34PE-D4LT1-PN1, 
4812,CT150-1-PSSF, 
4813,DCLC-J37SAF-13L6, 
4814,ME03-96S-M4T2-A2, 
4816,PS-16PE-D4LT1-PN1, 
4817,PS-8SLA-D4C2, 
4819,DBM-25S, 
4820,TX15-60P-9ST-MH1, 
4821,TX15-30P-9ST-MH1, 
4822,PS-10SLA-D4C2, 
4824,TX14-60R-9ST-MH1, 
4825,D*C-20-18S PKG100, 
4826,TX14-30R-9ST-MH1, 
4832,DA20961, 
4833,CT150-2-PSSLA-B,JAE 圧着工具
4836,PS-8PE-D4LT1-PN1, 
4850,RY4S-U DC24V, 
4851,RH2B-U DC24V, 
4852,RM2S-U DC24V, 
4854,SY4S-61, 
4855,DESP-JB9S, 
4856,PS-40SM-D4P1-1D, 
4857,SH2B-62, 
4859,SM2S-61, 
4860,SY4S-51F1 P, 
4861,APN188R, 
4863,MS3101B20-29P, 
4866,PS-D20CN-5X-1D, 
4871,EE-CT40, 
4872,DE44994, 
4873,PS-SR26M2, 
4875,025-0468-000, 
4876,PS-40PE-D4LT2-M1, 
4877,DICF32CS-E, 
4878,XLR7-12C, 
4879,IL-W-16P-SD-1, 
4886,DE-9ST-N, 
4891,HAS1302',銅板無し
4893,DA-C8-J10-B4-1, 
4899,025-5058-000, 
4906,ﾊ-ﾈｽ<25> C-1025A-025,加工費
4907,ﾊ-ﾈｽ<3> C-1025A-003,加工費
4910,PS-D20CN-10X, 
4920,IL-S-15S-S2C2-S, 
4922,PS-10PE-D4LT1-M1, 
4926,41J41GB, 
4931,MS25043-20D, 
4932,TX4-100S-D2ST-N1, 
4934,TX4-80S-D2ST-N1, 
4936,PS-16SM-D4P1-1C, 
4937,TX5-100P-D2ST-N1, 
4952,PS-12PE-D4LT1-PN1,16PEｶｯﾄ品
4960,PS-20PLB-D4T1-FL1, 
4961,PS-20SLA-D4C2, 
4969,MS25042-20D, 
4978,IL-M-3P-S3C2-SA,ﾊｲｼ発注不可
5000,HFC-6101-MBSF-F, 
5001,GF04W B502,5KΩ
5002,RJC06P B502,5KΩ
5003,MMF-12C12DH-R, 
5004,MCD-3B, 
5005,P-89,寺田電機
5006,P-90, 
5007,ZGB2203-01U,2012年4月末最終受注
5008,P-92, 
5009,P-94, 
5010,TD10C-3P-4L, 
5011,P-97, 
5012,YAW1012,最終受注2018年5月18日
5013,SUP-E5H-EP,ﾉｲｽﾞﾌｨﾙﾀｰ
5014,FGMLB 125V1A MF-52,φ5.2×20
5015,TUP-506A-20P, 
5016,GF06P B304,300KΩ
5017,LE70N-09, 
5018,KD60GB80, 
5019,MC961-12, 
5020,LCA150S-24,2020年4月20日最終受注
5021,KH(D)4103-2P,ﾀﾌﾞ端子
5022,YZ4-883456, 
5023,RJC06W B204,200KΩ
5024,IL-W-10P-AD, 
5025,8834ﾖｳｺﾈｸﾀ-,559ｰ08P一式
5026,57F-30500-20N(D8), 
5027,TC-200TKC S942056-02,(28×47)
5028,3-174637-4, 
5029,DEU-9P-FO, 
5030,TC-80BG(S-885227-2), 
5031,TC45AG(SR-870149)28X80-3.5FX2,2016年10月最終受注
5032,TC-45AG(SR-870148)28X60-3.2FX2,2016年10月最終受注
5033,TC-45AG(SR-870147)30X70-3.5FX1,2016年10月最終受注
5034,TC-45AG(SR-870110-2),26×72-3.6Φ×2
5035,TC-80A(S-863027), 
5036,TC-45AG(SR-850243)57X30-3.3FX2,2016年10月最終受注
5037,MC971-12, 
5038,MC982-12, 
5039,TM3P-88PP-KS2130, 
5040,SRG35VB1000M,(16×15)
5041,SRG50VB100M,(10×9)
5042,SRG35VB10M,(4×7)
5043,TD62504F, 
5044,SRG50VB4R7M,(5×9)
5045,BE35PP12,ﾎﾞﾋﾞﾝ
5046,W168D-7P,ﾜｰﾙﾄﾞ
5047,SRG50VB1M,(5×9)
5048,16MC335MBTER,廃品
5049,UL CSA FGLMT 125V5A, 
5050,P-12,ﾜｰﾙﾄﾞ
5051,F-214P, 
5052,CQ92M1H104KB,廃止品
5053,T9YA B104,100KΩ廃止22837へ
5054,R7-X AC100V, 
5055,ﾌﾚ-ﾑA, 
5056,ﾌﾚ-ﾑB, 
5057,PD25GB40, 
5058,SRT-10, 
5059,CS13-E2GA332MYNS, 
5060,UPY1C152MHH,廃止 NO.21074代品
5061,VTA12SC-24, 
5062,UPY1C471MPH,廃止
5063,NAT1/2J474TP,26ｍｍ
5064,RNM1/4C3 2701FTP 26ﾐﾘ,1/4W 2.7KΩ 1%
5065,ADM,機内配線
5066,SVM05SA, 
5067,TLP525G-3, 
5068,RNM1/4C3 8200FTP 26ﾐﾘ,1/4W 820Ω 1%
5069,TRV-1,名取製作所
5070,TC76B-10P-20L-C,ｶﾊﾞｰ付
5071,A131-5P,ﾜｰﾙﾄﾞ
5072,RNM1/4C3 4701FTP 26ﾐﾘ,1/4W 4.7KΩ 1%
5073,MOS1J471TP,26〓 1W 470Ω
5075,RD16EB3-T4,08年9月最終受注
5076,237002 ME600,ﾘﾃﾙ
5077,KT-89,ﾄﾗﾝｽ
5078,TLF12UB103W0R5 ﾊｲﾋﾝ,太陽誘電
5079,WE-D1-6210A, 
5080,WE-D1-6207A, 
5081,RD25SJ,330KΩ KOA
5082,WE-D1-6208A, 
5083,DE1205SL561J1KV, 
5084,SN14K2EF,15KΩ
5085,FB6-30,ﾜｰﾙﾄﾞ
5086,UPC324C,廃止
5087,FGMB 125V1A MF-51,φ5.2×20
5088,RJC06W B302,3K
5089,DP-L2 ﾏｯｸｴｲﾄ,半田ﾒｯｷ
5090,TP-109, 
5091,GM-0500, 
5092,DKC0165001-A ｲﾆｼｬﾙﾋ,ｿ-ﾗ-標識灯制御基板
5093,DKC0165001-A,ｿ-ﾗ-標識灯制御基板ASS
5094,COM-002,DCｺ-ﾄﾞ
5095,RD50SJ,1MΩ
5096,KMG50VB10M,(5×11)
5097,KMG16VB330M,(8×11.5)
5098,RD25SJ,15Ω
5099,FGMB 125V5A MF-51,φ5.2×20
5100,KMG35VB220M,(8×11.5)
5101,F-R100-1,2016年5月末最終受注
5102,OHD3-95B, 
5103,KE-3420T,1Kｇ缶
5104,BS08A,生産中止
5105,NAT1/2J154TP,26ｍｍ
5107,ENC471D-10A,廃止
5108,TLT12-2X4,試作品
5109,RG063P1 B103,10KΩ
5110,CNY17F-3 OPT-H6,廃止ｼｰﾒﾝｽ
5111,KE-4896W,350ｇｶｰﾄﾘｯｼﾞ
5112,RSF1BJ,82Ω KOA
5113,RG063P1 B501,500Ω
5114,RD16SJ,1.8KΩ KOA
5115,RG063P1 B503,50KΩ
5116,RD16SJ 100ｵｰﾑ,Nｏ.31420へ
5117,RD16SJ,22KΩ KOA
5118,RD16SJ,150Ω KOA
5119,RD16SJ,1.2KΩ KOA
5120,RD25SJ,33Ω
5121,F-200,ｻﾄｰﾊﾟｰﾂ
5122,UAW500S-5, 
5123,RD25SJ,560KΩ
5124,KE-10,1Kｇ CAT-RA付
5125,RD25SJ,330Ω NO31321へ
5126,TC-45BG(S-839547-02), 
5127,KE-111,1Kｇ CAT-RM付
5128,KE-30,1Kｇ CAT-RF付
5129,TC4082BP, 
5130,ｼｻｸﾌﾚ-ﾑ ｲｯｼｷ, 
5131,RD25SJ,680Ω
5132,TC-30CG(S-921301),29×73-3.2Φ×3
5133,TC-45AG(SR-850376)33X44-3.2FX2,2016年10月最終受注
5134,TC-30BG(S-870169-01),340×32-6Φ×4
5135,G12P B201,200Ω
5136,RD25SJ 1.5K,PBﾌﾘｰNO.32493へ
5137,RD25SJ,2.2KΩ NO31324へ
5138,SSF244R5-C,用端子台ｶﾊﾞｰのみ
5139,1624C, 
5140,MGP0004501-A(SE-FM-9803-1),ｿ-ﾗ-ﾌﾞｲﾊﾞｯﾃﾘ-基板
5141,NT430-6P (ABC), 
5142,NT431-6P (AB), 
5143,NT433-2P (ABC), 
5144,RD25SJ 2.7K,PBﾌﾘｰNO.32558へ
5145,RD25SJ,3.3KΩ NO31325へ
5146,MGP0004501-A ﾊﾞｯﾃﾘ-ｷﾊﾞﾝ,"設計,ｲﾆｼｬﾙ費"
5147,RD25SJ,3.9KΩ
5148,LE70-07, 
5149,RD25SJ,47KΩ PBﾌﾘｰ品
5150,YC-03F, 
5151,RD25SJ 100K,PBﾌﾘｰNO.31801へ
5152,RD25SJ,220KΩ
5153,RD25SJ,2.2MΩ
5154,TKY-2K 002-7855, 
5155,SME35VB1000M,(12.5×25)
5156,SME35VB100M,(8×11.5)
5157,SME50VB22M,(5×11)
5158,SME35VB10M,(5×11)
5159,SME50VB3R3M,(5×11)
5161,P-1628A-CA(20), 
5162,2SC2458, 
5163,TC74HC165AF, 
5164,FR307,ﾚｸﾄﾛﾝ
5165,P-436 M4, 
5166,RD25SJ,82KΩ
5167,2SB753Y, 
5168,TC-45CG-AV(TO-3P), 
5169,FGMB 125V3A MF-51,出荷試験成績書付
5170,TC-45CG-AV(TO-220), 
5171,RD25SJ,4.7Ω
5172,RD25SJ 1K,PBﾌﾘｰNO.31322へ
5173,RD25SJ,7.5KΩ
5174,Y-3US(ﾊﾞﾗ), 
5175,RD25SJ,62KΩ
5176,RD25SJ,150KΩ
5177,F10P20FR, 
5178,TP-250,ｺﾞﾑ脚
5179,RD25SJ,390KΩ
5180,DTR630VDC4700PF,ﾌｫｰﾐﾝｸﾞｶｯﾄ
5181,RV103YPB 15S B503,50KΩ
5182,TC74HC541AF, 
5183,DHV250VAC0.1UF,ﾌｫｰﾐﾝｸﾞｶｯﾄ
5184,RD25SJ,470KΩ
5185,RD50SJ,56KΩ
5186,MOG-20608-EIｺ-ﾃｨﾝｸﾞ, 
5187,F-11P,ﾜ-ﾙﾄﾞ
5188,FDB B111-C01,CS-C型ﾊｰﾈｽ
5189,FDB B111-C02,CS-C型ﾊｰﾈｽ
5190,FDB B111-C03,CS-C型ﾊｰﾈｽ
5191,FDB B111-C04,CS-C型ﾊｰﾈｽ
5192,FDB B112-B01,CS-〓型ﾊｰﾈｽ
5193,FDB B112-B02,CS-〓型ﾊｰﾈｽ
5194,FDB B112-B03,CS-〓型ﾊｰﾈｽ
5195,FDB B112-B04,CS-〓型ﾊｰﾈｽ
5196,FDB B112-B05,CS-〓型ﾊｰﾈｽ
5197,FDB B112-B06,CS-〓型ﾊｰﾈｽ
5198,FDB B113-B01,CS-〓型ﾊｰﾈｽ
5199,FDB B113-B02,CS-〓型ﾊｰﾈｽ
5200,DA22P3, 
5201,RD25UJ,33KΩ KOA
5202,MG15G1AL3, 
5203,MGH0005101-A, 
5204,LM6361, 
5205,RD25UJ,2.7KΩ KOA
5206,RD25SJ,3.3Ω
5207,SXE50VB100M,(10×15)
5208,VTE24SC-24, 
5209,SPR2J,180KΩ
5210,CW2,0.47ΩJ KOA
5211,SPR2J,10Ω
5212,RSFX2BJ,1Ω KOA
5213,SPR3J,100KΩ
5214,KVSF637AB,1KΩ09年7月末最終受注
5215,FV-DHDF-2-250B, 
5216,RMC15-1N, 
5217,MDA-5, 
5218,M5218L, 
5219,M-2445,自動車用充電器
5220,KU-C2200 ALHT, 
5221,LE60-10, 
5222,TP-423 M3, 
5223,TD62064AP, 
5224,BA-60A, 
5225,KU-C2000K1BAN, 
5226,KU-C2200DP, 
5227,RD16SJ,47Ω
5228,RD16SJ,560Ω
5229,S-02A-3P, 
5230,RD50SJ,470KΩ
5231,RV24YN 20S B202,2KΩ
5232,RJC26X B103,10KΩ
5233,109S-094,山洋
5234,Y-815-EN-100,温度ﾋｭｰｽﾞ付
5235,Y-815-EN-100T,熱電対 ﾘｰﾄﾞ線1ｍ
5236,P1500-5, 
5237,Y-815-EN-100,未含浸
5238,LE70-05, 
5239,ECQU2A224MN, 
5240,ERZV14D271, 
5241,P100-5, 
5242,TP-523-40, 
5243,TP-523-50, 
5244,1S5277B, 
5245,ERD-9005 Eﾂｷ, 
5246,EER35A G=0.5 MB3, 
5247,EER35A G=0.7 MB3, 
5248,QXF2J103KRPT, 
5249,31-10,ｺﾈｸﾀ-
5250,QXF2J104KRPT, 
5251,580-052(SU-2), 
5252,TC-20CG(8X24), 
5253,2FI50A-030-Cｾﾂｿﾞｸ, 
5254,UPJ1K331MHH,廃止
5255,UPJ1H101MPH6,廃止
5256,UPJ1H471MHH,廃止
5257,NP-522-10, 
5258,EOB-1000, 
5259,TNR9G431K,廃止品
5260,TNR9G560K,廃止品
5261,30FB50R-50-B, 
5262,30FB81H-50-B, 
5263,DHS200VDC104J,2011年8月末最終受注
5264,2FI50A-030-Nｾﾂｿﾞｸ, 
5265,ERZV20D361, 
5266,LGU2G391MHLB, 
5267,LGU2G271MHLB, 
5268,35FB84H-50-B, 
5269,SRT-10C, 
5270,DAS-1H,廃止
5271,DAS-8H,廃止
5272,DR30DOL-H3W, 
5273,DR30DOL-H3R, 
5274,AR30FOR-11B, 
5275,AR30FOR-11R, 
5276,RSS3J,20KΩ
5277,KK55GB80, 
5278,2SA1162-GR TE85L, 
5279,TP-523-35, 
5280,NA-510A-7P, 
5281,FMP24-R45,09年6月末最終受注
5282,LX100VB4R7M,(8×15)
5283,11-290M,ﾄﾗﾝｽ
5284,11-297M,ﾄﾗﾝｽ
5285,RD25SJ 2.2ｵｰﾑ,PBﾌﾘｰNO.32081へ
5286,RD25SJ,18Ω
5287,RD25SJ,3KΩ
5288,FA1/2240-B4 ｲﾝﾊﾞ-ﾀ-,特殊型
5289,NK230L-40P, 
5290,LDC15F-2, 
5291,11-299M,ﾄﾗﾝｽ
5292,G2-5, 
5293,TC7812AP, 
5294,25TWSS330, 
5295,KMF400VB47M,(18×31.5)
5296,KMH450VNSN68M-22B,(22×30)
5297,WRM24SX, 
5298,SI-3052P,廃止 添付品なし
5299,HAS-130, 
5300,F-704,ﾋｭｰｽﾞﾎﾙﾀﾞｰ
5301,FA-H3,表示
5302,SG-0.1P-72L-2.5H-2.6,W-0.8Z
5303,SG-0.1P-72L-3.0H-2.6,W-0.8Z
5304,SG-0.1P-72L-3.5H-2.6,W-0.8Z
5305,17JE-13090-37, 
5306,17JE-13250-37(D28), 
5307,MCA-3K, 
5308,LE60-20, 
5309,F-719, 
5310,TC74HC240AF, 
5311,TD62003AF, 
5312,CP-S3PA1M-20A, 
5313,SN14K3AF,2KΩ
5314,SN14K2HF,200KΩ
5315,SN14K3AF,10KΩ
5316,DD306-63F104Z25, 
5317,STA-301A,ｻﾝｹﾝ
5318,UVR1E100MDA, 
5319,TLP626, 
5320,LDC15F-1, 
5321,KE-3493W,130ｇﾁｭｰﾌﾞ
5322,FCP-101,09年6月末最終受注
5323,RN1005, 
5324,GL9P04,2004.8.Eまで 廃止
5325,LXA35VB100M,(8×15)
5326,SA6-12,ﾜｰﾙﾄﾞ
5327,HC-F05V3B12, 
5328,128A-064P2A-L14A, 
5329,HIF3BA-26PA-2.54DS, 
5330,RD25SJ,620Ω
5331,RWS50A-48, 
5332,SWB050-24,廃品
5333,UAW250S-5, 
5334,MLR-04, 
5335,MLP-04, 
5336,JW-M11RKK, 
5337,JW-M11RRK, 
5338,10SC10M,2011年5月末最終受注
5339,HS-02,表示
5340,RPR-359F, 
5341,16SA100M,2011年5月末最終受注
5342,25SC10M,2011年5月末最終受注
5343,10SC4R7M,2011年5月末最終受注
5344,16SC4R7M,2011年5月末最終受注
5345,10SA100M,2011年5月末最終受注
5346,25SC4R7M,2011年5月末最終受注
5347,25SC22M,2011年5月末最終受注
5348,AM-33RGB-04, 
5349,LA6600M, 
5350,GF04W,3KΩ
5351,RKC1/8B 8B,4.7KΩ J
5352,SRA25VB10M,(5×7)
5353,ﾒ-ﾀ-ﾖｳ P.T, 
5354,TP-523-25, 
5355,GF063P1 B502,5KΩ 12536を使用
5356,SME25VB10M,(5×11)
5357,SME25VB4R7M,NO.33683へ
5358,SME16VB1000M (10X20),"NO,33825へ"
5359,VTM24SA, 
5360,MAS20B040T, 
5361,KU-C ｶ-ﾄﾞﾘ-ﾀﾞ-ﾖｳ ADP,電取申請費
5362,1SS-133 T77,最終受注'13年12月25日
5363,ﾊﾟﾜ-ｻﾌﾟﾗｲﾖｳ,ｱｰｽｹｰﾌﾞﾙ
5364,LE60-05, 
5365,LA4-01, 
5366,TC-45A(KT-107)30L, 
5367,LE70N-07, 
5368,FDB B113-B03,CS-〓型ﾊｰﾈｽ
5369,FDB B113-B04,CS-〓型ﾊｰﾈｽ
5370,FDB B116-B01,CS-〓型ﾊｰﾈｽ
5371,FDB B116-B02,CS-〓型ﾊｰﾈｽ
5372,FDB B118-C,ﾊｰﾈｽ
5373,FDB B121-C,ﾊｰﾈｽ
5374,FDB B122-C,ﾊｰﾈｽ
5375,FDB B123-B,ﾊｰﾈｽ
5376,FDB B125-C,ﾊｰﾈｽ
5377,TP-423 M4 ﾋﾞｽﾂｷ, 
5378,PAA150F-24,2015年終了予定
5379,1660A-J(20), 
5380,TNR9G470K,廃止品
5381,TC5092AP, 
5382,TC-100TKC(10X27),ED390-OP04-1廃止
5383,ｼﾝｴﾂ ｼ-ﾄ,金型費
5384,RGH80GOSJ200,ﾃﾞﾝｵﾝ
5385,XB303, 
5386,TNR15G681K,廃止品
5387,TNR15G391K,廃止品
5388,NA-420B, 
5389,RD25SJ,1Ω
5390,DPS-8B, 
5391,G4AT B503,50KΩ
5392,PPS-30SM-D4P1-1C, 
5393,HAS-600P, 
5394,HAS-802P, 
5395,RD6.8EB2,08年9月最終受注
5396,NP4-12,廃品
5397,TGM110-2P-C,ｶﾊﾞｰ付
5398,TGM110-5P-C,ｶﾊﾞｰ付
5399,TGM110-8P-C,ｶﾊﾞｰ付
5400,SAWﾌｨﾙﾀ CT07027DA,開発費一式
5401,TVX2E220MCA, 
5402,SME35VB4700M,(18×40)
5403,TGM110-10P-C,ｶﾊﾞｰ付
5404,TS-61-18P,ｶﾊﾞｰ付
5405,MAS20B015T, 
5406,MRSM75A, 
5407,MAS20B020T, 
5408,MAS20B030T, 
5409,UPS-MI-1010, 
5410,3T100F, 
5411,TC-30CG(21X60),［図番ED470-0020］
5412,P-424 M4, 
5413,TC551001CFL-70L, 
5414,UWT1C101MCR1GB,"NO,32839へ"
5415,UWT1E4R7MCR1GB, 
5416,SA-3001,100V
5417,LX100VB22M,(12.5×20)
5418,UWT1C470MCL1GB,PBﾌﾘｰ
5419,UWT1V2R2MCR2GB, 
5420,UPJ1E221MPH,廃止
5421,UPJ1C101MEH,廃止
5422,STA434A, 
5423,PS-SR30M, 
5424,UPJ1C471MPH,廃止
5425,KMA63VB1M,(4×7)
5426,M5238AFP-600C, 
5427,TC4011BP, 
5428,TC-45A(SR-860309),30×85-4Φ×2
5429,TC-45A(SR-860310),25×60-4Φ×2
5430,TC4040BP, 
5431,TP-424 M3, 
5432,NP-423 M3ﾋﾞｽﾂｷ, 
5433,LDA50F-12,最終受注2022年11/18
5434,RD25SJ,1.5MΩ
5435,Z6022,最終受注2020年3月末日
5436,KMF35VB2200M,(16×31.5)
5437,RD50SJ,330KΩ
5438,TWA-0200, 
5439,P-403,(黒)
5440,LDA10F-24,最終受注2022年11/18
5441,KE-112,1Kｇ
5442,RV16YN 15S B502,5KΩ
5443,TP-511-20, 
5444,LDC30F-2,最終受注2023年9月20日
5445,MTZJT-7715B,廃止
5446,AN-01, 
5447,SSG35C60, 
5448,MTZJT-7730D,廃止
5449,MTZJT-7739D,廃止
5450,DB-(K1/S1)-001A,化粧箱/ｽﾍﾟ-ｻ-
5451,MCA3-5K, 
5452,ﾀﾝｿｳ440.380.360/200V,5KVA
5453,MS3101B-18-10P, 
5454,ZJYS-51R5-2P,廃止
5455,KK25GB40, 
5456,UF2056E-3P, 
5457,SD-163,ｱｲﾊﾗ
5458,DTW200VDC473K,2010年1月末最終受注
5459,RD25SJ,680KΩ
5460,S1612BA, 
5461,1612ST, 
5462,DF30AA120, 
5463,UL CSA FGLTA 250V6.3,A
5464,IR3M02N, 
5465,DHS-8S,松久 廃止
5466,1612C, 
5467,SK12M,ﾄﾛｲﾀﾞﾙ
5468,DTC114EAA, 
5469,RD16SJ,120KΩ KOA
5470,KMF25VB10M,(5×11)
5471,P-2.5A,表示
5472,KMH200VNSN680M-30B,(30×30)
5473,FTP-25002-2P-B, 
5474,EOB-300,ﾄﾗﾝｽ
5475,IBX-38,ｹｰｽ
5476,WRT23FWX, 
5477,KMF25VB22M,(5×11)
5478,KMF25VB33M,(5×11)
5479,HAA-041, 
5480,KME35VB220M,(10×12.5)
5481,KME25VB1000M,(12.5×20)
5482,RSS3J,0.3Ω3W
5483,FF06 20VZ B103,10KΩ 廃止
5484,FF06 30VZ B202,2KΩ 廃止
5485,5003F130CB-4G, 
5486,LCｷﾊﾞﾝ,ｲﾆｼｬﾙ費
5487,HAA-083, 
5488,EBR5334S,2013年9月末最終受注
5489,F-211P, 
5490,NP7-12,直送･送り状要･現品票
5491,25TWSS33, 
5492,DD804B471K50,廃止
5493,TP-523-30, 
5494,FTS20/W-2PUL, 
5495,1S1585, 
5496,PG5334S,廃止ｽﾀﾝﾚｰ
5497,FGBO 125V2A MF-60,φ6.4×30
5498,KMF25VB4R7M,(5×11)
5499,FGAO 125V2A MF-60,φ6.4×30
5500,LLK1V472MHSA, 
5501,RMLS8 472J, 
5503,KMF35VB10M,(5×11)
5504,KMF50VB100M,(8×11.5)
5505,LXJ25VB1500M-K30,(12.5×30)
5506,LXJ25VB1500M-L20,(16×20)
5507,LXJ25VB2700M-L30,(16×30)
5508,LXJ25VB2700M-M25,(18×25)
5509,LXJ35VB330M-J20,(10×20)
5510,FBA75CA50,廃品
5511,TH5524S, 
5513,M67728, 
5514,FGMB 250V3A MF-51,φ5.2×20
5515,KMH400VNSN150M-22D,(22×40)
5516,SMG10VB220M,(5×11)
5517,M57762, 
5518,LXJ35VB3300M-M40,(18×40)
5519,LXJ16VB1500M-K25,(12.5×25)
5520,LXJ16VB3300M-K40,(12.5×40)
5521,MF42-NN 250V5A, 
5522,MP1010B,ﾓﾘﾘｶ
5523,KE-4895T,330ｍｌｶｰﾄﾘｯｼﾞ
5524,SNT-D10, 
5525,TTB-953-3P,用ｶﾊﾞｰ一式
5526,TTB-953-3P-C,ｶﾊﾞｰ付
5527,TG-108-6P (ｶﾊﾞｰﾂｷ), 
5528,TTB-953,用ｻﾎﾟｰﾄｾｯﾄ
5529,FT1, 
5530,T-18,ｽﾀｯﾄﾞ
5531,LXJ16VB3300M-M20,(18×20)
5532,LXJ25VB150M-H12,(8×12)
5533,LXJ25VB470M-J20,(10×20)
5534,LXJ25VB680M-J30,(10×30)
5535,KMF16VB10M,(5×11)
5536,KMF16VB33M,(5×11)
5537,KMF16VB47M,(5×11)
5538,KMF16VB330M,(8×11.5)
5539,LXJ16VB470M-J16,(10×16)
5540,RGH40G(SJ)2K,ﾃﾞﾝｵﾝ
5541,ｼ-ﾙﾁｯﾌﾟ,試作品
5542,LXJ10VB470M-H15,(8×15)
5543,SXE35VB27M,(6.3×7)
5544,LH304Z665,ﾁｮ-ｸｺｲﾙ
5545,FTF-S S182J 250V10A, 
5546,ML-990S1E06, 
5547,LXJ10VB680M-H20,(8×20)
5548,LXJ10VB680M-J16,(10×16)
5550,LXJ50VB680M-K30,(12.5×35)
5551,ZS62405,最終受注08年4月末
5552,2SC2712Y TE85L, 
5553,2SA1163-GR TE85L, 
5554,2SA1162-Y TE85L,廃止
5555,TKM-D1-H35,松久
5556,5D-18,石塚電子
5557,M2764A-2FI,ﾄﾑｿﾝ
5558,LXJ50VB680M-L20,(16×20)
5559,SSG16C120Y, 
5560,SC16C20, 
5561,KMF10VB22M,(5×11)
5562,PS-D4C50N, 
5563,NP4-6,送り状要 廃止
5564,KMF10VB33M,(5×11)
5565,KMF10VB100M,(5×11)
5567,P15E-5,2011年11月末最終受注
5568,KMF10VB220M,(6.3×11)
5569,ME37-061R2,電取申請費用
5570,ﾊﾟﾙｽﾄﾞﾗｲﾌﾞﾖｳﾃﾞﾝｹﾞﾝ,ME-37設計開発費
5571,ﾊﾟﾙｽﾄﾞﾗｲﾌﾞﾖｳﾃﾞﾝｹﾞﾝ,ME-37 試作費
5572,QAB25-75, 
5573,SEL-2910D,廃止
5574,SEL-1410G,廃止
5575,CQP92MC2A473K,廃止
5576,RD24EB2,08年9月最終受注
5577,PD25F80, 
5578,MM1-12S, 
5579,NT-1015,010ｰ5929
5580,G7J-3A1B-B,AC100/120V
5581,UE1-2025, 
5582,UVZ2C221MRH, 
5583,S89 1E474MA1, 
5584,SC-01, 
5585,SD-10,品川商工
5586,G7J-4A-B,AC100/120V
5587,R99-04 FOR G5F, 
5588,LY1N AC100/110V, 
5589,FR25AJ-0510, 
5590,FR25AJ-0550, 
5591,DR47A-2030C, 
5592,PTF08A, 
5593,TC-300TKC(S-980477-1),品番13873を使用
5594,1F4-F,52ｍｍﾃ-ﾋﾟﾝｸﾞ
5595,H3CR-A,AC100/240V
5596,P2CF-11, 
5597,G2A-432A-N,AC200/220V
5598,KMG200VB100M (16X25),NO.35173へ
5599,KMG400VB47M,(16×31.5)
5600,LE60-15, 
5601,K10Aﾖｳｹ-ｽｶﾊﾞ-, 
5602,ﾒﾀﾙﾊﾗｲﾄﾞﾖｳ ｲﾝﾊﾞ-ﾀ,高力率150W
5603,MA5303, 
